"subject","item","cue","cued_recall_acc","free_recall_acc","trial","cue_prioritem1","cue_prioritem2","cue_prioritem3","cue_prioritem4","cue_consec_value","cue_consec_lab","stim1","cued_recall_acc_pred","free_recall_acc_pred"
38,"Zeit - Ventil","TBR",1,1,3,"TBF","TBF",NA,NA,-1.5,"TBF2","word003",0.528713345,0.43550145
38,"Wasser - Brief","TBR",0,0.5,4,"TBR","TBF","TBF",NA,0.5,"TBR1","word004",0.527060801,0.433361416
38,"Partei - Herz","TBR",1,0,5,"TBR","TBR","TBF","TBF",1.5,"TBR2","word005",0.525533012,0.431385211
38,"Soldat - Bericht","TBF",0,0.5,6,"TBR","TBR","TBR","TBF",2.5,"TBR3","word006",0.304615812,0.177190125
38,"Spiegel - Fenster","TBR",1,0,7,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word007",0.52276741,0.427813499
38,"Haus - System","TBF",0,0,8,"TBR","TBF","TBR","TBR",0.5,"TBR1","word008",0.302330799,0.174974453
38,"Stimme - Tätigkeit","TBR",1,1,9,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word009",0.520305182,0.424639742
38,"Kirche - Zimmer","TBF",0,0,10,"TBR","TBF","TBR","TBF",0.5,"TBR1","word010",0.300288368,0.173002653
38,"Truppe - Uhr","TBR",1,1,11,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word011",0.518083275,0.421780793
38,"Recht - Frage","TBF",0,0,12,"TBR","TBF","TBR","TBF",0.5,"TBR1","word012",0.22671603,0.107765086
38,"Kosten - Jahr","TBR",0,0,13,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word013",0.506611157,0.407097671
38,"Seele - Presse","TBF",0,0,14,"TBR","TBF","TBR","TBF",0.5,"TBR1","word014",0.162289539,0.060961437
38,"Staat - Regierung","TBF",1,1,15,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word015",0.280874713,0.154675848
38,"Liebe - Sprache","TBR",0,0,16,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word016",0.503904784,0.403653398
38,"Zukunft - Hilfe","TBF",0,0,17,"TBR","TBF","TBF","TBR",0.5,"TBR1","word017",0.160745225,0.059971419
38,"Höhe - Kapital","TBR",0,0,18,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word018",0.50228058,0.401590033
38,"Rahmen - Abend","TBR",0,0,19,"TBR","TBF","TBR","TBF",0.5,"TBR1","word019",0.415406454,0.29580014
38,"Tochter - Dienst","TBF",0,0,20,"TBR","TBR","TBF","TBR",1.5,"TBR2","word020",0.103857937,0.028286723
38,"Gesicht - Verwaltung","TBF",0,0,21,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word021",0.276914398,0.151031422
38,"Zeichen - Sache","TBR",0,0,22,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word022",0.499354916,0.39788036
38,"Gegner - Musik","TBF",0,0,23,"TBR","TBF","TBF","TBR",0.5,"TBR1","word023",0.158147384,0.058320747
38,"Beziehung - Wunsch","TBR",1,1,24,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word024",0.498032208,0.3962062
39,"Arzt - Klasse","TBR",0,0,2,"TBR",NA,NA,NA,0.5,"TBR1","word002",0.530529395,0.437856141
39,"Himmel - Kraft","TBR",0,0,3,"TBR","TBR",NA,NA,1.5,"TBR2","word003",0.528713345,0.43550145
39,"Seele - Presse","TBR",0,0,4,"TBR","TBR","TBR",NA,2.5,"TBR3","word004",0.527060801,0.433361416
39,"Zeit - Ventil","TBF",0,0,5,"TBR","TBR","TBR","TBR",2.5,"TBR3","word005",0.305870732,0.178411294
39,"Recht - Frage","TBR",0,0,6,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word006",0.524107019,0.429542667
39,"Soldat - Bericht","TBR",0,0,7,"TBR","TBF","TBR","TBR",0.5,"TBR1","word007",0.52276741,0.427813499
39,"Tochter - Dienst","TBR",0,0,8,"TBR","TBR","TBF","TBR",1.5,"TBR2","word008",0.519587101,0.423715253
39,"Staat - Regierung","TBR",1,1,9,"TBR","TBR","TBR","TBF",2.5,"TBR3","word009",0.427598652,0.310052243
39,"Kirche - Zimmer","TBR",0,0,10,"TBR","TBR","TBR","TBR",2.5,"TBR3","word010",0.371939966,0.246805244
39,"Spiegel - Fenster","TBF",0,0,11,"TBR","TBR","TBR","TBR",2.5,"TBR3","word011",0.053704884,0.009014206
39,"Gesicht - Verwaltung","TBR",0,0,12,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word012",0.507221615,0.407875624
39,"Beziehung - Wunsch","TBF",0,0,13,"TBR","TBF","TBR","TBR",0.5,"TBR1","word013",0.162680575,0.061213152
39,"Truppe - Uhr","TBF",0,0,14,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word014",0.281639811,0.15538365
39,"Stimme - Tätigkeit","TBF",0,0,15,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word015",0.28087093,0.154672351
39,"Rahmen - Abend","TBF",0,0,16,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word016",0.280135327,0.153992977
39,"Gegner - Musik","TBR",0,0,17,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word017",0.50306855,0.402590711
39,"Partei - Herz","TBF",0,0,18,"TBR","TBF","TBF","TBF",0.5,"TBR1","word018",0.160265577,0.059665257
39,"Zeichen - Sache","TBF",0,0,19,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word019",0.278141378,0.152157063
39,"Zukunft - Hilfe","TBR",0,0,20,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word020",0.500764357,0.399666361
39,"Liebe - Sprache","TBF",0,0,21,"TBR","TBF","TBF","TBR",0.5,"TBR1","word021",0.158955436,0.058832199
39,"Höhe - Kapital","TBF",0,0,22,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word022",0.276340209,0.150505731
39,"Wasser - Brief","TBF",0,0,23,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word023",0.275781199,0.149994595
39,"Kosten - Jahr","TBF",0,0,24,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word024",0.275234232,0.149495102
40,"Truppe - Uhr","TBR",1,1,2,"TBF",NA,NA,NA,-0.5,"TBF1","word002",0.530529395,0.437856141
40,"Zeichen - Sache","TBR",0,0,3,"TBR","TBF",NA,NA,0.5,"TBR1","word003",0.528713345,0.43550145
40,"Partei - Herz","TBR",0,0.5,4,"TBR","TBR","TBF",NA,1.5,"TBR2","word004",0.527060801,0.433361416
40,"Recht - Frage","TBF",0,0,5,"TBR","TBR","TBR","TBF",2.5,"TBR3","word005",0.305870732,0.178411294
40,"Haus - System","TBF",0,0.5,6,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word006",0.304615812,0.177190125
40,"Rahmen - Abend","TBR",1,0,7,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word007",0.52276741,0.427813499
40,"Arzt - Klasse","TBF",0,0,8,"TBR","TBF","TBF","TBR",0.5,"TBR1","word008",0.302330799,0.174974453
40,"Höhe - Kapital","TBR",1,1,9,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word009",0.520305182,0.424639742
40,"Zukunft - Hilfe","TBF",0,0,10,"TBR","TBF","TBR","TBF",0.5,"TBR1","word010",0.300288368,0.173002653
40,"Zeit - Ventil","TBR",0,0,11,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word011",0.518083275,0.421780793
40,"Tochter - Dienst","TBF",0,0,12,"TBR","TBF","TBR","TBF",0.5,"TBR1","word012",0.228619985,0.109303046
40,"Himmel - Kraft","TBF",0,0,13,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word013",0.282413768,0.156100872
40,"Wasser - Brief","TBR",1,0,14,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word014",0.505660007,0.405886317
40,"Kirche - Zimmer","TBF",0,0,15,"TBR","TBF","TBF","TBR",0.5,"TBR1","word015",0.161735916,0.060605776
40,"Seele - Presse","TBF",0,0,16,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word016",0.280149441,0.154006002
40,"Liebe - Sprache","TBR",1,1,17,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word017",0.503075056,0.402598976
40,"Soldat - Bericht","TBF",0,0.5,18,"TBR","TBF","TBF","TBR",0.5,"TBR1","word018",0.160273189,0.05967011
40,"Spiegel - Fenster","TBR",1,1,19,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word019",0.501509351,0.40061125
40,"Kosten - Jahr","TBR",0,0,20,"TBR","TBF","TBR","TBF",0.5,"TBR1","word020",0.414686966,0.294965771
40,"Staat - Regierung","TBF",0,0,21,"TBR","TBR","TBF","TBR",1.5,"TBR2","word021",0.103552306,0.028143112
40,"Stimme - Tätigkeit","TBR",0,0,22,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word022",0.49934967,0.397873716
40,"Beziehung - Wunsch","TBR",1,1,23,"TBR","TBF","TBR","TBR",0.5,"TBR1","word023",0.412672113,0.292633226
40,"Gesicht - Verwaltung","TBF",0,0,24,"TBR","TBR","TBF","TBR",1.5,"TBR2","word024",0.102692436,0.027740692
41,"Tochter - Dienst","TBR",0,0.5,2,"TBR",NA,NA,NA,0.5,"TBR1","word002",0.530529395,0.437856141
41,"Arzt - Klasse","TBR",0,0,3,"TBR","TBR",NA,NA,1.5,"TBR2","word003",0.528713345,0.43550145
41,"Rahmen - Abend","TBF",0,0,4,"TBR","TBR","TBR",NA,2.5,"TBR3","word004",0.307218091,0.17972582
41,"Gesicht - Verwaltung","TBR",0,0,5,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word005",0.525533012,0.431385211
41,"Kirche - Zimmer","TBR",0,0.5,6,"TBR","TBF","TBR","TBR",0.5,"TBR1","word006",0.524107019,0.429542667
41,"Partei - Herz","TBF",0,0,7,"TBR","TBR","TBF","TBR",1.5,"TBR2","word007",0.30343925,0.176047993
41,"Spiegel - Fenster","TBF",1,0.5,8,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word008",0.302330799,0.174974453
41,"Seele - Presse","TBR",0,0,9,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word009",0.520305182,0.424639742
41,"Zeit - Ventil","TBF",0,0,10,"TBR","TBF","TBF","TBR",0.5,"TBR1","word010",0.265680038,0.140871523
41,"Gegner - Musik","TBR",0,0,11,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word011",0.508600702,0.409634515
41,"Kosten - Jahr","TBF",0,0,12,"TBR","TBF","TBR","TBF",0.5,"TBR1","word012",0.163399082,0.061676748
41,"Liebe - Sprache","TBF",1,0.5,13,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word013",0.282411969,0.156099204
41,"Soldat - Bericht","TBR",0,0,14,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word014",0.50566448,0.405892012
41,"Truppe - Uhr","TBF",0,0,15,"TBR","TBF","TBF","TBR",0.5,"TBR1","word015",0.161746055,0.060612281
41,"Himmel - Kraft","TBR",0,0,16,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word016",0.503913999,0.403665112
41,"Staat - Regierung","TBR",1,1,17,"TBR","TBF","TBR","TBF",0.5,"TBR1","word017",0.416930337,0.297569826
41,"Recht - Frage","TBR",0,0.5,18,"TBR","TBR","TBF","TBR",1.5,"TBR2","word018",0.362292127,0.23633942
41,"Haus - System","TBR",0,0,19,"TBR","TBR","TBR","TBF",2.5,"TBR3","word019",0.290500918,0.163668297
41,"Höhe - Kapital","TBF",0,0,20,"TBR","TBR","TBR","TBR",2.5,"TBR3","word020",0.051570534,0.008400098
41,"Beziehung - Wunsch","TBF",1,1,21,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word021",0.272111659,0.146655526
41,"Wasser - Brief","TBF",0,0,22,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word022",0.276342695,0.150508006
41,"Stimme - Tätigkeit","TBF",0,0,23,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word023",0.27577672,0.149990503
41,"Zeichen - Sache","TBF",0,0,24,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word024",0.275232338,0.149493373
42,"Liebe - Sprache","TBR",0,1,2,"TBF",NA,NA,NA,-0.5,"TBF1","word002",0.530529395,0.437856141
42,"Gegner - Musik","TBF",0,0,3,"TBR","TBF",NA,NA,0.5,"TBR1","word003",0.308678804,0.181154907
42,"Kosten - Jahr","TBR",0,0,4,"TBF","TBR","TBF",NA,-0.5,"TBF1","word004",0.527060801,0.433361416
42,"Staat - Regierung","TBF",0,0,5,"TBR","TBF","TBR","TBF",0.5,"TBR1","word005",0.305870732,0.178411294
42,"Spiegel - Fenster","TBR",0,0,6,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word006",0.524107019,0.429542667
42,"Stimme - Tätigkeit","TBR",0,0.5,7,"TBR","TBF","TBR","TBF",0.5,"TBR1","word007",0.52276741,0.427813499
42,"Gesicht - Verwaltung","TBF",0,0,8,"TBR","TBR","TBF","TBR",1.5,"TBR2","word008",0.302330799,0.174974453
42,"Kirche - Zimmer","TBF",0,0,9,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word009",0.301282596,0.173961476
42,"Zeit - Ventil","TBR",0,0,10,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word010",0.519167147,0.42317482
42,"Höhe - Kapital","TBR",1,1,11,"TBR","TBF","TBF","TBR",0.5,"TBR1","word011",0.518083275,0.421780793
42,"Soldat - Bericht","TBF",0,0.5,12,"TBR","TBR","TBF","TBF",1.5,"TBR2","word012",0.227723256,0.108577643
42,"Wasser - Brief","TBR",0,0,13,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word013",0.506618018,0.407106412
42,"Truppe - Uhr","TBR",0,0.5,14,"TBR","TBF","TBR","TBR",0.5,"TBR1","word014",0.419429121,0.300478937
42,"Seele - Presse","TBF",0,0,15,"TBR","TBR","TBF","TBR",1.5,"TBR2","word015",0.105543858,0.029084317
42,"Recht - Frage","TBF",0,0,16,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word016",0.28015156,0.154007957
42,"Rahmen - Abend","TBR",0,0,17,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word017",0.503080288,0.402605622
42,"Arzt - Klasse","TBF",0,0,18,"TBR","TBF","TBF","TBR",0.5,"TBR1","word018",0.160282342,0.059675947
42,"Beziehung - Wunsch","TBR",0,0.5,19,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word019",0.501510589,0.400612821
42,"Partei - Herz","TBR",0,0,20,"TBR","TBF","TBR","TBF",0.5,"TBR1","word020",0.414689096,0.29496824
42,"Tochter - Dienst","TBF",0,0,21,"TBR","TBR","TBF","TBR",1.5,"TBR2","word021",0.103555205,0.028144473
42,"Zukunft - Hilfe","TBF",0,0,22,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word022",0.276334906,0.150500879
42,"Zeichen - Sache","TBR",0,0,23,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word023",0.498684674,0.397031796
42,"Haus - System","TBF",0,0,24,"TBR","TBF","TBF","TBR",0.5,"TBR1","word024",0.157762861,0.058077997
43,"Spiegel - Fenster","TBF",0,0,2,"TBR",NA,NA,NA,0.5,"TBR1","word002",0.310288047,0.182734074
43,"Zukunft - Hilfe","TBR",0,0,3,"TBF","TBR",NA,NA,-0.5,"TBF1","word003",0.528713345,0.43550145
43,"Rahmen - Abend","TBF",0,0,4,"TBR","TBF","TBR",NA,0.5,"TBR1","word004",0.307218091,0.17972582
43,"Recht - Frage","TBR",0,0,5,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word005",0.525533012,0.431385211
43,"Partei - Herz","TBF",0,0,6,"TBR","TBF","TBR","TBF",0.5,"TBR1","word006",0.304615812,0.177190125
43,"Stimme - Tätigkeit","TBF",0,0,7,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word007",0.30343925,0.176047993
43,"Zeichen - Sache","TBF",0,0,8,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word008",0.302330799,0.174974453
43,"Gegner - Musik","TBR",0,0,9,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word009",0.520305182,0.424639742
43,"Arzt - Klasse","TBR",0,0,10,"TBR","TBF","TBF","TBF",0.5,"TBR1","word010",0.519167147,0.42317482
43,"Kosten - Jahr","TBF",0,0,11,"TBR","TBR","TBF","TBF",1.5,"TBR2","word011",0.299342967,0.172092724
43,"Beziehung - Wunsch","TBF",0,0,12,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word012",0.298442073,0.171227272
43,"Höhe - Kapital","TBF",0,0,13,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word013",0.297582,0.17040253
43,"Zeit - Ventil","TBF",0,0,14,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word014",0.296759554,0.169615241
43,"Haus - System","TBR",0,0,15,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word015",0.510319551,0.411829472
43,"Wasser - Brief","TBF",0,0,16,"TBR","TBF","TBF","TBF",0.5,"TBR1","word016",0.163993439,0.062061301
43,"Kirche - Zimmer","TBR",1,1,17,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word017",0.503078838,0.402603781
43,"Himmel - Kraft","TBR",1,1,18,"TBR","TBF","TBR","TBF",0.5,"TBR1","word018",0.416149141,0.296662202
43,"Soldat - Bericht","TBR",0,0.5,19,"TBR","TBR","TBF","TBR",1.5,"TBR2","word019",0.361577874,0.23557081
43,"Truppe - Uhr","TBF",0,0,20,"TBR","TBR","TBR","TBF",2.5,"TBR3","word020",0.051570534,0.008400098
43,"Liebe - Sprache","TBF",1,1,21,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word021",0.276238954,0.1504131
43,"Tochter - Dienst","TBR",0,0,22,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word022",0.499355761,0.397881431
43,"Staat - Regierung","TBR",0,0,23,"TBR","TBF","TBF","TBR",0.5,"TBR1","word023",0.41266625,0.292626447
43,"Seele - Presse","TBR",0,0.5,24,"TBR","TBR","TBF","TBF",1.5,"TBR2","word024",0.358398792,0.232160287
44,"Gesicht - Verwaltung","TBF",0,0,2,"TBF",NA,NA,NA,-0.5,"TBF1","word002",0.310288047,0.182734074
44,"Truppe - Uhr","TBR",0,0.5,3,"TBF","TBF",NA,NA,-1.5,"TBF2","word003",0.528713345,0.43550145
44,"Seele - Presse","TBF",0,0,4,"TBR","TBF","TBF",NA,0.5,"TBR1","word004",0.307218091,0.17972582
44,"Wasser - Brief","TBR",1,1,5,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word005",0.525533012,0.431385211
44,"Haus - System","TBF",0,0,6,"TBR","TBF","TBR","TBF",0.5,"TBR1","word006",0.304615812,0.177190125
44,"Zeit - Ventil","TBR",0,0.5,7,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word007",0.52276741,0.427813499
44,"Höhe - Kapital","TBR",0,0,8,"TBR","TBF","TBR","TBF",0.5,"TBR1","word008",0.521502991,0.426182962
44,"Stimme - Tätigkeit","TBR",0,0,9,"TBR","TBR","TBF","TBR",1.5,"TBR2","word009",0.520305182,0.424639742
44,"Arzt - Klasse","TBF",0,0.5,10,"TBR","TBR","TBR","TBF",2.5,"TBR3","word010",0.300288368,0.173002653
44,"Liebe - Sprache","TBR",0,0,11,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word011",0.518083275,0.421780793
44,"Rahmen - Abend","TBR",0,0,12,"TBR","TBF","TBR","TBR",0.5,"TBR1","word012",0.469565646,0.360650767
44,"Spiegel - Fenster","TBR",1,1,13,"TBR","TBR","TBF","TBR",1.5,"TBR2","word013",0.401452122,0.279754044
44,"Kosten - Jahr","TBR",0,0,14,"TBR","TBR","TBR","TBF",2.5,"TBR3","word014",0.343559985,0.216471556
44,"Staat - Regierung","TBF",0,0,15,"TBR","TBR","TBR","TBR",2.5,"TBR3","word015",0.052650998,0.008708698
44,"Zukunft - Hilfe","TBF",0,0,16,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word016",0.278511892,0.152497589
44,"Recht - Frage","TBF",0,0,17,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word017",0.27945317,0.153363961
44,"Zeichen - Sache","TBR",0,0,18,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word018",0.502272419,0.401579672
44,"Gegner - Musik","TBF",0,0,19,"TBR","TBF","TBF","TBF",0.5,"TBR1","word019",0.159812012,0.059376323
44,"Kirche - Zimmer","TBF",1,0.5,20,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word020",0.277517674,0.151584482
44,"Himmel - Kraft","TBF",0,0,21,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word021",0.276916083,0.151032966
44,"Beziehung - Wunsch","TBR",1,0,22,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word022",0.499346963,0.397870288
44,"Partei - Herz","TBR",0,0,23,"TBR","TBF","TBF","TBF",0.5,"TBR1","word023",0.41265321,0.29261137
44,"Tochter - Dienst","TBF",0,0,24,"TBR","TBR","TBF","TBF",1.5,"TBR2","word024",0.102668073,0.027729325
45,"Spiegel - Fenster","TBF",1,1,2,"TBF",NA,NA,NA,-0.5,"TBF1","word002",0.310288047,0.182734074
45,"Partei - Herz","TBF",0,0,3,"TBF","TBF",NA,NA,-1.5,"TBF2","word003",0.308678804,0.181154907
45,"Beziehung - Wunsch","TBF",0,0,4,"TBF","TBF","TBF",NA,-2.5,"TBF3","word004",0.307218091,0.17972582
45,"Rahmen - Abend","TBF",0,0,5,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word005",0.305870732,0.178411294
45,"Liebe - Sprache","TBF",0,0,6,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word006",0.304615812,0.177190125
45,"Zukunft - Hilfe","TBR",0,0.5,7,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word007",0.52276741,0.427813499
45,"Seele - Presse","TBR",0,0,8,"TBR","TBF","TBF","TBF",0.5,"TBR1","word008",0.521502991,0.426182962
45,"Höhe - Kapital","TBF",0,0,9,"TBR","TBR","TBF","TBF",1.5,"TBR2","word009",0.301282596,0.173961476
45,"Arzt - Klasse","TBR",1,0,10,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word010",0.519167147,0.42317482
45,"Tochter - Dienst","TBR",0,0,11,"TBR","TBF","TBR","TBR",0.5,"TBR1","word011",0.518083275,0.421780793
45,"Staat - Regierung","TBR",0,0,12,"TBR","TBR","TBF","TBR",1.5,"TBR2","word012",0.51704886,0.420451447
45,"Wasser - Brief","TBF",0,0,13,"TBR","TBR","TBR","TBF",2.5,"TBR3","word013",0.297582,0.17040253
45,"Zeit - Ventil","TBF",0,0,14,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word014",0.296759554,0.169615241
45,"Gegner - Musik","TBR",0,0,15,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word015",0.506814763,0.407357099
45,"Stimme - Tätigkeit","TBF",0,0,16,"TBR","TBF","TBF","TBR",0.5,"TBR1","word016",0.162262948,0.060944335
45,"Zeichen - Sache","TBF",0,0,17,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word017",0.279451702,0.153362609
45,"Haus - System","TBR",0,0,18,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word018",0.502274044,0.401581735
45,"Himmel - Kraft","TBR",0,0,19,"TBR","TBF","TBF","TBR",0.5,"TBR1","word019",0.415388684,0.295779524
45,"Gesicht - Verwaltung","TBR",0,0,20,"TBR","TBR","TBF","TBF",1.5,"TBR2","word020",0.360878068,0.234818585
45,"Kirche - Zimmer","TBR",1,0,21,"TBR","TBR","TBR","TBF",2.5,"TBR3","word021",0.289238154,0.162477946
45,"Recht - Frage","TBR",0,0.5,22,"TBR","TBR","TBR","TBR",2.5,"TBR3","word022",0.288640287,0.161915486
45,"Soldat - Bericht","TBR",0,0,23,"TBR","TBR","TBR","TBR",2.5,"TBR3","word023",0.288063092,0.16137316
45,"Truppe - Uhr","TBF",0,0,24,"TBR","TBR","TBR","TBR",2.5,"TBR3","word024",0.050846581,0.008195953
46,"Gesicht - Verwaltung","TBF",0,0,2,"TBR",NA,NA,NA,0.5,"TBR1","word002",0.310288047,0.182734074
46,"Recht - Frage","TBF",0,0,3,"TBF","TBR",NA,NA,-0.5,"TBF1","word003",0.308678804,0.181154907
46,"Haus - System","TBF",0,0,4,"TBF","TBF","TBR",NA,-1.5,"TBF2","word004",0.307218091,0.17972582
46,"Soldat - Bericht","TBF",1,0,5,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word005",0.305870732,0.178411294
46,"Liebe - Sprache","TBR",1,1,6,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word006",0.524107019,0.429542667
46,"Truppe - Uhr","TBR",1,1,7,"TBR","TBF","TBF","TBF",0.5,"TBR1","word007",0.52276741,0.427813499
46,"Arzt - Klasse","TBF",0,0,8,"TBR","TBR","TBF","TBF",1.5,"TBR2","word008",0.302330799,0.174974453
46,"Kirche - Zimmer","TBF",1,0,9,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word009",0.301282596,0.173961476
46,"Zukunft - Hilfe","TBF",0,0,10,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word010",0.300288368,0.173002653
46,"Zeit - Ventil","TBR",0,0.5,11,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word011",0.518083275,0.421780793
46,"Tochter - Dienst","TBF",0,0,12,"TBR","TBF","TBF","TBF",0.5,"TBR1","word012",0.298442073,0.171227272
46,"Beziehung - Wunsch","TBR",1,1,13,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word013",0.51605988,0.419181478
46,"Gegner - Musik","TBF",0,0,14,"TBR","TBF","TBR","TBF",0.5,"TBR1","word014",0.296759554,0.169615241
46,"Himmel - Kraft","TBF",0,0,15,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word015",0.288393016,0.16168307
46,"Rahmen - Abend","TBR",0,0,16,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word016",0.503903904,0.403652278
46,"Kosten - Jahr","TBR",0,0,17,"TBR","TBF","TBF","TBR",0.5,"TBR1","word017",0.416906631,0.297542271
46,"Stimme - Tätigkeit","TBR",0,0,18,"TBR","TBR","TBF","TBF",1.5,"TBR2","word018",0.362257809,0.23630247
46,"Zeichen - Sache","TBR",0,0,19,"TBR","TBR","TBR","TBF",2.5,"TBR3","word019",0.290500918,0.163668297
46,"Staat - Regierung","TBF",0,0,20,"TBR","TBR","TBR","TBR",2.5,"TBR3","word020",0.051570534,0.008400098
46,"Seele - Presse","TBF",0,0,21,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word021",0.272108145,0.146652342
46,"Partei - Herz","TBR",0,0.5,22,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word022",0.499353247,0.397878247
46,"Spiegel - Fenster","TBR",0,0.5,23,"TBR","TBF","TBF","TBR",0.5,"TBR1","word023",0.412662906,0.292622582
46,"Höhe - Kapital","TBR",1,1,24,"TBR","TBR","TBF","TBF",1.5,"TBR2","word024",0.358394264,0.23215544
47,"Spiegel - Fenster","TBF",0,0,2,"TBR",NA,NA,NA,0.5,"TBR1","word002",0.310288047,0.182734074
47,"Kirche - Zimmer","TBR",1,1,3,"TBF","TBR",NA,NA,-0.5,"TBF1","word003",0.528713345,0.43550145
47,"Rahmen - Abend","TBF",0,0,4,"TBR","TBF","TBR",NA,0.5,"TBR1","word004",0.307218091,0.17972582
47,"Zeit - Ventil","TBF",0,0,5,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word005",0.305870732,0.178411294
47,"Zukunft - Hilfe","TBR",1,0,6,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word006",0.524107019,0.429542667
47,"Recht - Frage","TBR",0,0,7,"TBR","TBF","TBF","TBR",0.5,"TBR1","word007",0.52276741,0.427813499
