"subject","group","cue","condition","list","stim1","stim2","free_recall_pair","free_recall_single","free_recall_acc","cued_recall_acc","trial","cue_prioritem1","cue_prioritem2","cue_prioritem3","cue_prioritem4","cue_consec_value","cue_consec_lab","cued_recall_acc_pred","free_recall_acc_pred"
21,"A","TBR","Att","A2","handel","Gewalt",NA,NA,0,0,2,"TBF",NA,NA,NA,-0.5,"TBF1",0.407928729,0.237153599
21,"A","TBR","Att","A2","mönch","Minute",1,NA,1,1,6,"TBF","TBF","TBF","TBR",-2.5,"TBF3",NA,NA
21,"A","TBR","Att","A2","schauspieler","Frau",1,NA,1,1,9,"TBF","TBF","TBR","TBF",-1.5,"TBF2",0.377680197,0.20866936
21,"A","TBR","Att","A2","kommission","Seil",1,NA,1,1,11,"TBF","TBR","TBF","TBF",-0.5,"TBF1",0.447834792,0.280866295
21,"A","TBR","Att","A2","mitglied","Halle",NA,NA,0,0,14,"TBF","TBF","TBR","TBF",-1.5,"TBF2",0.441584774,0.269614684
21,"A","TBR","Att","A2","gitter","Schlauch",NA,NA,0,0,15,"TBR","TBF","TBF","TBR",0.5,"TBR1",0.411660497,0.234816795
21,"A","TBR","Att","A2","produktion","Platz",NA,NA,0,0,16,"TBR","TBR","TBF","TBF",1.5,"TBR2",0.416726616,0.227339457
21,"A","TBR","Att","A2","küche","Gespräch",NA,NA,0,0,18,"TBF","TBR","TBR","TBR",-0.5,"TBF1",NA,NA
21,"A","TBR","Att","A2","denken","Park",NA,NA,0,0,19,"TBR","TBF","TBR","TBR",0.5,"TBR1",0.356275947,0.181875772
21,"A","TBR","Att","A2","interesse","Schere",NA,NA,0,0,20,"TBR","TBR","TBF","TBR",1.5,"TBR2",0.28165462,0.154738147
21,"A","TBR","Att","A2","form","Nagel",NA,NA,0,0,21,"TBR","TBR","TBR","TBF",2.5,"TBR3",0.146970738,0.14167031
21,"A","TBR","Att","A2","ansicht","Fisch",NA,NA,0,0,23,"TBF","TBR","TBR","TBR",-0.5,"TBF1",0.476602763,0.30893461
21,"A","TBR","Control","B1","insel","Sofa",NA,NA,0,0,2,"TBF",NA,NA,NA,-0.5,"TBF1",0.360376677,0.198994551
21,"A","TBR","Control","B1","verhältnis","Titel",NA,NA,0,0,4,"TBF","TBR","TBF",NA,-0.5,"TBF1",NA,NA
21,"A","TBR","Control","B1","führung","Wandern",1,NA,1,1,5,"TBR","TBF","TBR","TBF",0.5,"TBR1",NA,NA
21,"A","TBR","Control","B1","zweifel","Aussicht",NA,NA,0,0,7,"TBF","TBR","TBR","TBF",-0.5,"TBF1",0.425289691,0.253475063
21,"A","TBR","Control","B1","karton","Koffer",NA,NA,0,0,8,"TBR","TBF","TBR","TBR",0.5,"TBR1",0.423046953,0.250158505
21,"A","TBR","Control","B1","düne","Arena",1,NA,1,1,12,"TBF","TBF","TBF","TBR",-2.5,"TBF3",NA,NA
21,"A","TBR","Control","B1","tag","Wald",NA,NA,0,0,13,"TBR","TBF","TBF","TBF",0.5,"TBR1",0.38178204,0.199370554
21,"A","TBR","Control","B1","jahrhundert","Stern",1,NA,1,1,15,"TBF","TBR","TBR","TBF",-0.5,"TBF1",0.425163146,0.248829741
21,"A","TBR","Control","B1","menge","Ziegel",NA,NA,0,0,17,"TBF","TBR","TBF","TBR",-0.5,"TBF1",0.460521812,0.295631197
21,"A","TBR","Control","B1","waffe","Kamin",1,NA,1,1,18,"TBR","TBF","TBR","TBF",0.5,"TBR1",0.33268595,0.173359084
21,"A","TBR","Control","B1","punkt","Woche",NA,NA,0,0,20,"TBF","TBR","TBR","TBF",-0.5,"TBF1",0.472555239,0.31386722
21,"A","TBR","Control","B1","gesicht","Verwaltung",1,NA,1,0,24,"TBF","TBF","TBF","TBR",-2.5,"TBF3",0.562379301,0.578314024
21,"A","TBR","Control","B2","einheit","Erklärung",NA,NA,0,0,2,"TBR",NA,NA,NA,0.5,"TBR1",0.376172854,0.209453373
21,"A","TBR","Control","B2","schicksal","Weise",1,NA,1,1,4,"TBF","TBR","TBR",NA,-0.5,"TBF1",0.36288573,0.200104412
21,"A","TBR","Control","B2","preis","Schwierigkeit",NA,NA,0,0,5,"TBR","TBF","TBR","TBR",0.5,"TBR1",0.415051015,0.242954811
21,"A","TBR","Control","B2","gestalt","Karte",NA,NA,0,0,9,"TBF","TBF","TBF","TBR",-2.5,"TBF3",0.372392652,0.205091347
21,"A","TBR","Control","B2","gedanke","Linie",NA,1,0.5,0,10,"TBR","TBF","TBF","TBF",0.5,"TBR1",0.395553563,0.221140732
21,"A","TBR","Control","B2","wein","Unterführung",NA,NA,0,1,13,"TBF","TBF","TBR","TBR",-1.5,"TBF2",0.407856915,0.231930254
21,"A","TBR","Control","B2","verhandlung","Westen",1,NA,1,1,15,"TBF","TBR","TBF","TBF",-0.5,"TBF1",0.464543903,0.304259859
21,"A","TBR","Control","B2","bürger","Philosophie",1,NA,1,1,17,"TBF","TBR","TBF","TBR",-0.5,"TBF1",NA,NA
21,"A","TBR","Control","B2","folge","Kabel",NA,NA,0,0,18,"TBR","TBF","TBR","TBF",0.5,"TBR1",0.364628557,0.185646861
21,"A","TBR","Control","B2","nähe","Computer",NA,1,0.5,0,20,"TBF","TBR","TBR","TBF",-0.5,"TBF1",NA,NA
21,"A","TBR","Control","B2","literatur","Wirklichkeit",NA,NA,0,0,24,"TBF","TBF","TBF","TBR",-2.5,"TBF3",0.458121351,0.287015916
21,"A","TBR","Reh","C1","stachel","Armee",1,NA,1,1,3,"TBF","TBR",NA,NA,-0.5,"TBF1",0.364124391,0.201089006
21,"A","TBR","Reh","C1","tier","Flasche",NA,NA,0,0,4,"TBR","TBF","TBR",NA,0.5,"TBR1",0.373249602,0.206842414
21,"A","TBR","Reh","C1","schutz","Bildung",NA,NA,0,0,5,"TBR","TBR","TBF","TBR",1.5,"TBR2",0.361713799,0.199187542
21,"A","TBR","Reh","C1","lösung","Körper",NA,NA,0,1,6,"TBR","TBR","TBR","TBF",2.5,"TBR3",NA,NA
21,"A","TBR","Reh","C1","volk","Straße",NA,NA,0,0,7,"TBR","TBR","TBR","TBR",2.5,"TBR3",0.365675561,0.196846615
21,"A","TBR","Reh","C1","beispiel","Blut",NA,NA,0,0,8,"TBR","TBR","TBR","TBR",2.5,"TBR3",0.299127728,0.161813197
21,"A","TBR","Reh","C1","untersuchung","Brücke",NA,NA,0,0,10,"TBF","TBR","TBR","TBR",-0.5,"TBF1",0.45046445,0.285903416
21,"A","TBR","Reh","C1","mittel","Zusammenhang",NA,NA,0,0,12,"TBF","TBR","TBF","TBR",-0.5,"TBF1",0.430012367,0.256029496
21,"A","TBR","Reh","C1","verlobung","Augenblick",1,NA,1,1,18,"TBF","TBF","TBF","TBF",-2.5,"TBF3",0.428048935,0.250717118
21,"A","TBR","Reh","C1","gruppe","Stück",NA,NA,0,0,20,"TBF","TBR","TBF","TBF",-0.5,"TBF1",0.472555239,0.31386722
21,"A","TBR","Reh","C1","stimme","Tätigkeit",NA,NA,0,1,23,"TBF","TBF","TBR","TBF",-1.5,"TBF2",0.443666724,0.267327843
21,"A","TBR","Reh","C2","schneider","Nacht",1,NA,1,1,4,"TBF","TBF","TBF",NA,-2.5,"TBF3",0.357980316,0.197167281
21,"A","TBR","Reh","C2","luft","Unterstützung",NA,1,0.5,0,6,"TBF","TBR","TBF","TBF",-0.5,"TBF1",0.39320346,0.221441223
21,"A","TBR","Reh","C2","erde","Ordnung",NA,NA,0,0,7,"TBR","TBF","TBR","TBF",0.5,"TBR1",0.43324092,0.263606582
21,"A","TBR","Reh","C2","rede","Vorstellung",NA,NA,0,0,9,"TBF","TBR","TBR","TBF",-0.5,"TBF1",0.388849517,0.216925498
21,"A","TBR","Reh","C2","wirkung","Vertreter",NA,NA,0,0,10,"TBR","TBF","TBR","TBR",0.5,"TBR1",0.387565584,0.215643596
21,"A","TBR","Reh","C2","abschluss","Rathaus",NA,NA,0,0,11,"TBR","TBR","TBF","TBR",1.5,"TBR2",0.404273062,0.22934383
21,"A","TBR","Reh","C2","regel","Bild",NA,NA,0,0,15,"TBF","TBF","TBF","TBR",-2.5,"TBF3",0.399168776,0.223563794
21,"A","TBR","Reh","C2","farbe","Roller",NA,NA,0,0,16,"TBR","TBF","TBF","TBF",0.5,"TBR1",0.416630643,0.223128664
21,"A","TBR","Reh","C2","boden","Gebiet",NA,NA,0,0,17,"TBR","TBR","TBF","TBF",1.5,"TBR2",0.293184546,0.15684323
21,"A","TBR","Reh","C2","ofen","Gardinen",NA,NA,0,0,18,"TBR","TBR","TBR","TBF",2.5,"TBR3",0.156390516,0.14197574
21,"A","TBR","Reh","C2","wirtschaft","Vertrag",NA,NA,0,0,22,"TBF","TBF","TBF","TBR",-2.5,"TBF3",0.478186324,0.322607611
21,"A","TBR","Reh","C2","mensch","Rechte",1,NA,1,1,24,"TBF","TBR","TBF","TBF",-0.5,"TBF1",0.514156543,0.404179379
21,"A","TBR","Reh+Att","D1","werk","Aufgabe",NA,NA,0,0,2,"TBF",NA,NA,NA,-0.5,"TBF1",0.394152581,0.223848594
21,"A","TBR","Reh+Att","D1","vorschlag","Poster",NA,NA,0,0,3,"TBR","TBF",NA,NA,0.5,"TBR1",0.412690485,0.241632231
21,"A","TBR","Reh+Att","D1","arme","Glück",NA,1,0.5,0,7,"TBF","TBF","TBF","TBR",-2.5,"TBF3",0.374717674,0.207102672
21,"A","TBR","Reh+Att","D1","haus","System",NA,NA,0,0,8,"TBR","TBF","TBF","TBF",0.5,"TBR1",0.409009639,0.235078853
21,"A","TBR","Reh+Att","D1","prinzip","Zaun",NA,NA,0,0,10,"TBF","TBR","TBR","TBF",-0.5,"TBF1",0.441916521,0.273055337
21,"A","TBR","Reh+Att","D1","industrie","Artikel",NA,NA,0,0,13,"TBF","TBF","TBR","TBF",-1.5,"TBF2",0.414385998,0.23827341
21,"A","TBR","Reh+Att","D1","funktion","Dorf",NA,NA,0,1,14,"TBR","TBF","TBF","TBR",0.5,"TBR1",0.334151782,0.176466393
21,"A","TBR","Reh+Att","D1","chef","Acker",NA,NA,0,0,16,"TBF","TBR","TBR","TBF",-0.5,"TBF1",0.43820564,0.263929249
21,"A","TBR","Reh+Att","D1","idee","Morgen",NA,NA,0,0,17,"TBR","TBF","TBR","TBR",0.5,"TBR1",0.332777198,0.173398794
21,"A","TBR","Reh+Att","D1","raum","Berliner",1,NA,1,1,18,"TBR","TBR","TBF","TBR",1.5,"TBR2",0.261066673,0.152030092
21,"A","TBR","Reh+Att","D1","mitte","Stift",NA,NA,0,0,19,"TBR","TBR","TBR","TBF",2.5,"TBR3",0.148700528,0.141731228
21,"A","TBR","Reh+Att","D1","zahl","Verhalten",NA,NA,0,0,23,"TBF","TBF","TBF","TBR",-2.5,"TBF3",0.516144524,0.411410494
21,"A","TBR","Reh+Att","D2","wasser","Brief",NA,NA,0,0,4,"TBF","TBF","TBR",NA,-1.5,"TBF2",0.417595154,0.246472508
21,"A","TBR","Reh+Att","D2","bauer","Versuch",NA,NA,0,0,5,"TBR","TBF","TBF","TBR",0.5,"TBR1",0.377315264,0.209424539
21,"A","TBR","Reh+Att","D2","monat","Mitarbeiter",NA,NA,0,0,6,"TBR","TBR","TBF","TBF",1.5,"TBR2",0.412833532,0.239987751
21,"A","TBR","Reh+Att","D2","zeit","Ventil",NA,NA,0,0,9,"TBF","TBF","TBR","TBR",-1.5,"TBF2",0.421027375,0.247258823
21,"A","TBR","Reh+Att","D2","mädchen","Ding",1,NA,1,1,12,"TBF","TBF","TBR","TBF",-1.5,"TBF2",NA,NA
21,"A","TBR","Reh+Att","D2","schädel","Million",NA,NA,0,0,14,"TBF","TBR","TBF","TBF",-0.5,"TBF1",NA,NA
21,"A","TBR","Reh+Att","D2","theater","Zeitung",NA,NA,0,0,15,"TBR","TBF","TBR","TBF",0.5,"TBR1",0.348572401,0.179474525
21,"A","TBR","Reh+Att","D2","jugend","General",NA,NA,0,0,17,"TBF","TBR","TBR","TBF",-0.5,"TBF1",0.429396233,0.252703263
21,"A","TBR","Reh+Att","D2","kultur","Bedeutung",NA,NA,0,0,19,"TBF","TBR","TBF","TBR",-0.5,"TBF1",0.474353059,0.318128669
21,"A","TBR","Reh+Att","D2","geschichte","Ergebnis",1,NA,1,1,21,"TBF","TBR","TBF","TBR",-0.5,"TBF1",0.438642681,0.261899763
21,"A","TBR","Reh+Att","D2","bereich","Berg",NA,NA,0,0,23,"TBF","TBR","TBF","TBR",-0.5,"TBF1",0.495412476,0.357792664
22,"B","TBR","Att","A1","nation","Auffassung",1,NA,1,0,3,"TBF","TBR",NA,NA,-0.5,"TBF1",0.34970158,0.192706643
22,"B","TBR","Att","A1","freiheit","Reihe",NA,NA,0,0,4,"TBR","TBF","TBR",NA,0.5,"TBR1",0.367971028,0.203316396
22,"B","TBR","Att","A1","schreibtisch","Stelle",NA,NA,0,0,5,"TBR","TBR","TBF","TBR",1.5,"TBR2",0.422649903,0.251715655
22,"B","TBR","Att","A1","soldat","Bericht",NA,NA,0,0,7,"TBF","TBR","TBR","TBR",-0.5,"TBF1",0.391657578,0.219807472
22,"B","TBR","Att","A1","gesetz","Fräulein",1,NA,1,1,10,"TBF","TBF","TBR","TBF",-1.5,"TBF2",0.441916521,0.273055337
22,"B","TBR","Att","A1","gefahr","Zahn",NA,NA,0,1,15,"TBF","TBF","TBF","TBF",-2.5,"TBF3",0.447674512,0.277434611
22,"B","TBR","Att","A1","mutter","Papier",1,NA,1,1,16,"TBR","TBF","TBF","TBF",0.5,"TBR1",0.409948477,0.219986255
22,"B","TBR","Att","A1","richter","Konferenz",NA,1,0.5,0,18,"TBF","TBR","TBR","TBF",-0.5,"TBF1",0.4211371,0.243208489
22,"B","TBR","Att","A1","schlüssel","Weg",NA,NA,0,1,19,"TBR","TBF","TBR","TBR",0.5,"TBR1",NA,NA
22,"B","TBR","Att","A1","schwester","Entwicklung",NA,NA,0,1,20,"TBR","TBR","TBF","TBR",1.5,"TBR2",0.310093659,0.159616608
22,"B","TBR","Att","A1","zukunft","Hilfe",NA,NA,0,0,23,"TBF","TBF","TBR","TBR",-1.5,"TBF2",0.476608246,0.318763902
22,"B","TBR","Att","A2","lackierung","Marathon",1,NA,1,1,2,"TBF",NA,NA,NA,-0.5,"TBF1",0.346247236,0.191038958
22,"B","TBR","Att","A2","minister","Rolle",NA,NA,0,1,3,"TBR","TBF",NA,NA,0.5,"TBR1",0.374662962,0.2080921
22,"B","TBR","Att","A2","falle","Heizung",NA,NA,0,0,4,"TBR","TBR","TBF",NA,1.5,"TBR2",0.357980316,0.197167281
22,"B","TBR","Att","A2","laden","Knopf",NA,NA,0,0,5,"TBR","TBR","TBR","TBF",2.5,"TBR3",0.371920918,0.205688814
22,"B","TBR","Att","A2","urteil","Finger",NA,NA,0,0,9,"TBF","TBF","TBF","TBR",-2.5,"TBF3",0.428398518,0.25591849
22,"B","TBR","Att","A2","darstellung","Fluss",NA,NA,0,0,11,"TBF","TBR","TBF","TBF",-0.5,"TBF1",0.404273062,0.22934383
22,"B","TBR","Att","A2","person","Schule",1,NA,1,1,12,"TBR","TBF","TBR","TBF",0.5,"TBR1",0.346620848,0.179239777
22,"B","TBR","Att","A2","schüler","Leben",1,NA,1,1,15,"TBF","TBF","TBR","TBR",-1.5,"TBF2",NA,NA
22,"B","TBR","Att","A2","freibad","Abfall",NA,NA,0,0,17,"TBF","TBR","TBF","TBF",-0.5,"TBF1",0.488126871,0.348881734
22,"B","TBR","Att","A2","winter","Marke",NA,NA,0,0,19,"TBF","TBR","TBF","TBR",-0.5,"TBF1",0.514797177,0.414972835
22,"B","TBR","Att","A2","opfer","Wolke",1,NA,1,1,22,"TBF","TBF","TBR","TBF",-1.5,"TBF2",0.487482765,0.341357237
22,"B","TBR","Att","A2","beutel","Lenkrad",NA,NA,0,0,23,"TBR","TBF","TBF","TBR",0.5,"TBR1",0.437436222,0.234936604
22,"B","TBR","Control","B1","fassade","Girlande",1,NA,1,1,2,"TBR",NA,NA,NA,0.5,"TBR1",0.387867462,0.218474554
22,"B","TBR","Control","B1","prozent","Rasen",NA,NA,0,1,4,"TBF","TBR","TBR",NA,-0.5,"TBF1",0.384451663,0.215036619
22,"B","TBR","Control","B1","schritt","Arbeit",NA,NA,0,0,5,"TBR","TBF","TBR","TBR",0.5,"TBR1",0.371920918,0.205688814
22,"B","TBR","Control","B1","ort","Blatt",NA,1,0.5,0,8,"TBF","TBF","TBR","TBR",-1.5,"TBF2",0.409009639,0.235078853
22,"B","TBR","Control","B1","meinung","Macht",NA,NA,0,0,9,"TBR","TBF","TBF","TBR",0.5,"TBR1",0.432895458,0.258038591
22,"B","TBR","Control","B1","anspruch","Leiste",1,NA,1,1,11,"TBF","TBR","TBR","TBF",-0.5,"TBF1",0.410732939,0.235468749
22,"B","TBR","Control","B1","spiegel","Fenster",NA,NA,0,0,12,"TBR","TBF","TBR","TBR",0.5,"TBR1",0.312284348,0.167795754
22,"B","TBR","Control","B1","abkommen","Meer",1,NA,1,1,17,"TBF","TBF","TBF","TBF",-2.5,"TBF3",0.422404837,0.244944958
22,"B","TBR","Control","B1","hocker","König",1,NA,1,1,18,"TBR","TBF","TBF","TBF",0.5,"TBR1",0.389596062,0.204295798
22,"B","TBR","Control","B1","auge","Einfluss",NA,NA,0,0,22,"TBF","TBF","TBF","TBR",-2.5,"TBF3",0.518313763,0.419521665
22,"B","TBR","Control","B1","mund","Schrank",1,NA,1,1,24,"TBF","TBR","TBF","TBF",-0.5,"TBF1",0.450147582,0.275505409
22,"B","TBR","Control","B2","verbindung","Seite",NA,1,0.5,0,3,"TBF","TBR",NA,NA,-0.5,"TBF1",0.405413033,0.233986217
22,"B","TBR","Control","B2","kacheln","Scheibe",NA,NA,0,0,5,"TBF","TBR","TBF","TBR",-0.5,"TBF1",0.401246941,0.228974638
22,"B","TBR","Control","B2","land","Gegenwart",NA,1,0.5,0,6,"TBR","TBF","TBR","TBF",0.5,"TBR1",0.360602183,0.198330833
22,"B","TBR","Control","B2","rücken","Angst",NA,NA,0,1,7,"TBR","TBR","TBF","TBR",1.5,"TBR2",NA,NA
22,"B","TBR","Control","B2","zeichen","Sache",NA,NA,0,0,10,"TBF","TBF","TBR","TBR",-1.5,"TBF2",0.433924975,0.262202779
22,"B","TBR","Control","B2","satz","Bevölkerung",NA,NA,0,0,11,"TBR","TBF","TBF","TBR",0.5,"TBR1",0.382836757,0.198932849
22,"B","TBR","Control","B2","wohnung","Stadt",1,NA,1,1,12,"TBR","TBR","TBF","TBF",1.5,"TBR2",0.234601642,0.14927395
22,"B","TBR","Control","B2","hoffnung","Bedingung",NA,NA,0,0,14,"TBF","TBR","TBR","TBR",-0.5,"TBF1",0.425974515,0.24773061
22,"B","TBR","Control","B2","spiel","Gegensatz",NA,NA,0,0,15,"TBR","TBF","TBR","TBR",0.5,"TBR1",0.328019487,0.17023068
22,"B","TBR","Control","B2","heimat","Eindruck",NA,NA,0,0,20,"TBF","TBF","TBF","TBF",-2.5,"TBF3",0.455532702,0.285585594
22,"B","TBR","Control","B2","krieg","Foto",1,NA,1,1,22,"TBF","TBR","TBF","TBF",-0.5,"TBF1",0.497237001,0.363252645
22,"B","TBR","Reh","C1","kosten","Jahr",NA,NA,0,0,3,"TBF","TBF",NA,NA,-1.5,"TBF2",0.364124391,0.201089006
22,"B","TBR","Reh","C1","kind","Gericht",NA,NA,0,0,4,"TBR","TBF","TBF",NA,0.5,"TBR1",0.396659342,0.225219422
22,"B","TBR","Reh","C1","stamm","Garten",NA,NA,0,0,8,"TBF","TBF","TBF","TBR",-2.5,"TBF3",0.390210295,0.218308491
22,"B","TBR","Reh","C1","welt","Willen",NA,NA,0,0,13,"TBF","TBF","TBF","TBF",-2.5,"TBF3",0.389717021,0.216495478
22,"B","TBR","Reh","C1","zustand","Schnee",NA,NA,0,0,14,"TBR","TBF","TBF","TBF",0.5,"TBR1",0.426671902,0.251018187
22,"B","TBR","Reh","C1","tatsache","Schläger",NA,NA,0,0,15,"TBR","TBR","TBF","TBF",1.5,"TBR2",0.411660497,0.234816795
22,"B","TBR","Reh","C1","rat","Stein",NA,1,0.5,0,16,"TBR","TBR","TBR","TBF",2.5,"TBR3",0.425953333,0.236169137
22,"B","TBR","Reh","C1","kritik","Buch",NA,NA,0,0,17,"TBR","TBR","TBR","TBR",2.5,"TBR3",0.318638721,0.16249028
22,"B","TBR","Reh","C1","ozean","Lehne",NA,1,0.5,0,18,"TBR","TBR","TBR","TBR",2.5,"TBR3",0.210488773,0.145883628
22,"B","TBR","Reh","C1","ausdruck","Bruder",1,NA,1,1,21,"TBF","TBF","TBR","TBR",-1.5,"TBF2",0.52071952,0.428791708
22,"B","TBR","Reh","C1","hand","Planet",NA,NA,0,0,22,"TBR","TBF","TBF","TBR",0.5,"TBR1",0.406469046,0.207475907
22,"B","TBR","Reh","C1","gegenstand","Pferd",NA,NA,0,0,23,"TBR","TBR","TBF","TBF",1.5,"TBR2",0.30485323,0.158308904
22,"B","TBR","Reh","C2","wort","Anwendung",NA,NA,0,0,2,"TBF",NA,NA,NA,-0.5,"TBF1",0.394152581,0.223848594
22,"B","TBR","Reh","C2","feind","Bewusstsein",NA,NA,0,1,4,"TBF","TBR","TBF",NA,-0.5,"TBF1",0.367971028,0.203316396
22,"B","TBR","Reh","C2","natur","Blick",1,NA,1,0,5,"TBR","TBF","TBR","TBF",0.5,"TBR1",0.361713799,0.199187542
22,"B","TBR","Reh","C2","kreis","Erkenntnis",NA,NA,0,0,7,"TBF","TBR","TBR","TBF",-0.5,"TBF1",0.425289691,0.253475063
22,"B","TBR","Reh","C2","tanne","Geige",NA,NA,0,0,10,"TBF","TBF","TBR","TBF",-1.5,"TBF2",0.426367407,0.252844756
22,"B","TBR","Reh","C2","tür","Theorie",NA,NA,0,1,13,"TBF","TBF","TBR","TBF",-1.5,"TBF2",NA,NA
22,"B","TBR","Reh","C2","gefühl","Wert",NA,NA,0,0,14,"TBR","TBF","TBF","TBR",0.5,"TBR1",NA,NA
22,"B","TBR","Reh","C2","kirche","Zimmer",NA,NA,0,0,15,"TBR","TBR","TBF","TBF",1.5,"TBR2",0.235913469,0.149304605
22,"B","TBR","Reh","C2","organisation","Statue",NA,NA,0,0,19,"TBF","TBF","TBF","TBR",-2.5,"TBF3",0.474353059,0.318128669
22,"B","TBR","Reh","C2","erfahrung","Sand",1,NA,1,1,21,"TBF","TBR","TBF","TBF",-0.5,"TBF1",0.446197148,0.271676874
22,"B","TBR","Reh","C2","kopf","Leitung",1,NA,1,1,22,"TBR","TBF","TBR","TBF",0.5,"TBR1",0.448087128,0.242347958
22,"B","TBR","Reh","C2","antrag","Sport",NA,1,0.5,0,24,"TBF","TBR","TBR","TBF",-0.5,"TBF1",0.484204023,0.332622626
22,"B","TBR","Reh+Att","D1","geist","Lage",NA,NA,0,0,4,"TBF","TBF","TBF",NA,-2.5,"TBF3",0.378736997,0.210729805
22,"B","TBR","Reh+Att","D1","entscheidung","Tüte",NA,NA,0,0,5,"TBR","TBF","TBF","TBF",0.5,"TBR1",0.394863615,0.223234161
22,"B","TBR","Reh+Att","D1","umstand","Socken",NA,NA,0,0,6,"TBR","TBR","TBF","TBF",1.5,"TBR2",0.405970572,0.233021621
22,"B","TBR","Reh+Att","D1","größe","Beschreibung",NA,NA,0,0,7,"TBR","TBR","TBR","TBF",2.5,"TBR3",NA,NA
22,"B","TBR","Reh+Att","D1","staat","Regierung",1,NA,1,1,8,"TBR","TBR","TBR","TBR",2.5,"TBR3",0.373524509,0.20606274
22,"B","TBR","Reh+Att","D1","druck","Topf",NA,NA,0,0,10,"TBF","TBR","TBR","TBR",-0.5,"TBF1",0.393390869,0.220262822
22,"B","TBR","Reh+Att","D1","richtung","Maß",NA,NA,0,0,11,"TBR","TBF","TBR","TBR",0.5,"TBR1",0.362610548,0.186378642
22,"B","TBR","Reh+Att","D1","kenntnis","Wase",NA,NA,0,0,12,"TBR","TBR","TBF","TBR",1.5,"TBR2",0.253029876,0.151344391
22,"B","TBR","Reh+Att","D1","haltung","Ball",NA,NA,0,0,13,"TBR","TBR","TBR","TBF",2.5,"TBR3",0.11868542,0.141110214
22,"B","TBR","Reh+Att","D1","wissenschaft","Tasse",NA,NA,0,0,14,"TBR","TBR","TBR","TBR",2.5,"TBR3",0.140457216,0.141454448
22,"B","TBR","Reh+Att","D1","dame","Verfügung",1,NA,1,1,18,"TBF","TBF","TBF","TBR",-2.5,"TBF3",0.48576176,0.342294639
22,"B","TBR","Reh+Att","D1","grund","Urkunde",NA,NA,0,0,19,"TBR","TBF","TBF","TBF",0.5,"TBR1",0.361800655,0.185897322
22,"B","TBR","Reh+Att","D2","liebe","Sprache",1,NA,1,1,4,"TBF","TBF","TBF",NA,-2.5,"TBF3",0.410160592,0.238297026
22,"B","TBR","Reh+Att","D2","arzt","Klasse",NA,NA,0,1,6,"TBF","TBR","TBF","TBF",-0.5,"TBF1",0.399440738,0.226888738
22,"B","TBR","Reh+Att","D2","hälfte","Klettern",NA,NA,0,0,10,"TBF","TBF","TBF","TBR",-2.5,"TBF3",NA,NA
22,"B","TBR","Reh+Att","D2","behandlung","Schrift",NA,NA,0,0,11,"TBR","TBF","TBF","TBF",0.5,"TBR1",0.439635904,0.269078358
22,"B","TBR","Reh+Att","D2","gelegenheit","Ordner",NA,NA,0,0,12,"TBR","TBR","TBF","TBF",1.5,"TBR2",0.396768429,0.222441438
22,"B","TBR","Reh+Att","D2","wesen","Durchführung",NA,NA,0,0,15,"TBF","TBF","TBR","TBR",-1.5,"TBF2",0.405296676,0.228895026
22,"B","TBR","Reh+Att","D2","seele","Presse",NA,NA,0,1,17,"TBF","TBR","TBF","TBF",-0.5,"TBF1",0.469239703,0.310641163
22,"B","TBR","Reh+Att","D2","kaiser","Tat",NA,NA,0,1,18,"TBR","TBF","TBR","TBF",0.5,"TBR1",0.332681465,0.173357133
22,"B","TBR","Reh+Att","D2","stunde","Polizei",NA,1,0.5,1,19,"TBR","TBR","TBF","TBR",1.5,"TBR2",0.265290881,0.152517788
22,"B","TBR","Reh+Att","D2","anzahl","Telefon",1,NA,1,1,20,"TBR","TBR","TBR","TBF",2.5,"TBR3",0.144292919,0.141614927
22,"B","TBR","Reh+Att","D2","schaden","Bein",1,NA,1,1,23,"TBF","TBF","TBR","TBR",-1.5,"TBF2",0.495412476,0.357792664
22,"B","TBR","Reh+Att","D2","partei","Herz",1,NA,1,1,24,"TBR","TBF","TBF","TBR",0.5,"TBR1",0.40306858,0.204603889
23,"C","TBR","Att","A1","produktion","Platz",1,NA,1,1,4,"TBF","TBF","TBR",NA,-1.5,"TBF2",0.396659342,0.225219422
23,"C","TBR","Att","A1","gitter","Schlauch",NA,NA,0,0,6,"TBF","TBR","TBF","TBF",-0.5,"TBF1",0.381493741,0.212184244
23,"C","TBR","Att","A1","handel","Gewalt",NA,NA,0,0,7,"TBR","TBF","TBR","TBF",0.5,"TBR1",0.369481428,0.203622993
23,"C","TBR","Att","A1","ansicht","Fisch",NA,NA,0,0,8,"TBR","TBR","TBF","TBR",1.5,"TBR2",0.438794285,0.270371297
23,"C","TBR","Att","A1","küche","Gespräch",NA,1,0.5,0,10,"TBF","TBR","TBR","TBR",-0.5,"TBF1",NA,NA
23,"C","TBR","Att","A1","denken","Park",1,NA,1,1,11,"TBR","TBF","TBR","TBR",0.5,"TBR1",0.341816472,0.177567025
23,"C","TBR","Att","A1","mönch","Minute",1,NA,1,1,18,"TBF","TBF","TBF","TBF",-2.5,"TBF3",NA,NA
23,"C","TBR","Att","A1","form","Nagel",NA,NA,0,0,19,"TBR","TBF","TBF","TBF",0.5,"TBR1",0.386609129,0.205795973
